Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
SRP19	P09132	1	100.57	1529143	1529143	1529143	1529143	2431800	2747900	1529143	1529143	1529143	3	SRP19	0		1.0	1.0	1.0	1.0	1.5903025420120944	1.797019637797119	1.0	1.0	1.0	20.544291898026863	6.099403517782752	10.0	1.2600639562236915	0.9958402510188331	-0.3395107272853637	1.155925152039233	0.4208972781104321	214.85251275862336	21613.82026699756	0.163502896968908	0.2585891813623631	1.1600756361318323	0.2793023866642359	0.34267502649025455	0.937835634256482	0.027873269713033687	0.15919426863279681	0.0006202558502694942	
SRP68	Q9UHB9	1	127.53	28908000	21338000	19924000	21472000	23862000	19037000	20878000	21536000	21305000	21	SRP68	0		1.0	0.7381347723813477	0.6892209768922097	0.7427701674277016	0.8254462432544625	0.6585374290853743	0.7222222222222222	0.7449840874498409	0.7369932198699322	24.784965463621713	8.688371706036149	9.997505169616469	1.0000018819707586	0.7323081100190836	-0.01138597791631335	0.7323718170002429	0.9785217812042472	24188.465869959393	1461240.2376902883	0.05721388000538271	0.023357595178124795	0.7430515641132079	0.06410449967020525	9.208213609900081	0.014195361862069482	1.8478535321485565	0.0017180604023989796	-0.0	
SRP72	O76094	1	124.68	15129000	15008000	12527000	13039000	13501000	15114000	11462000	12538000	17138000	21	SRP72	0		1.0	0.9920021151431027	0.828012426465728	0.8618547161081367	0.8923920946526538	0.9990085266706326	0.7576178200806398	0.8287395069072642	1.132791327913279	23.85081329534057	4.911245863336806	3.30294017255161	0.8846737562834524	1.141014313648215	0.35094473987429964	0.9099906705218744	0.9335041371829607	337.45819590931944	1681.6696571677626	0.04549846871504113	51.71318333360622	0.9144765275044869	0.10044349046117011	1.8197389649018696	0.2848412502204805	0.5453971166999347	0.4366425649856677	0.0535465300741414	
SRP9	P49458	1	21.36	3617800	3904300	3019900	1529143	1529143	4234500	4705300	4461600	3652300	5	SRP9	0		1.0	1.0791917740063022	0.8347338161313506	0.4226720658964011	0.4226720658964011	1.1704627121455027	1.3005970479296811	1.233235668085577	1.009536182210183	21.78668122410932	6.694696461650791	10.0	0.7107661186242819	1.1778319739060614	0.728686926594943	0.9643615934274535	0.5247121257537776	12.727033565288776	738.4133843939153	0.14957694505959418	0.17271677067062305	0.9468350718881429	0.30168149604945677	1.9915115977875961	0.2515002589475145	0.5994615634533073	0.856647308864775	0.2029715409635337	
SRPR	P08240	1	25.536	1529143	2741000	1529143	2184600	3166600	1529143	1529143	1529143	3732300	10	SRPR	0		1.0	1.7925073063801096	1.0	1.4286433642896708	2.0708331398698485	1.0	1.0	1.0	2.4407789199571264	20.544291898026863	4.893137466449701	3.372579280246401	1.3099476373946812	2.486168784209789	0.8875070302470598	1.4209017421411667	0.07249054228229412	472.0256273821854	2323.484033672206	0.21044360140502694	354.5695157725187	1.4431701537799528	0.4735446950367466	2.0254447400507063	0.24553566554272377	0.6098854150547247	0.9843134916846439	0.25130741259112815	
SRSF1	Q07955	1	33.876	1529143	6807700	1529143	5398500	1529143	6751900	1529143	1529143	8967600	8	SRSF1	0		1.0	4.451970809793459	1.0	3.530408863003656	1.0	4.415479781812427	1.0	1.0	5.864461335532386	20.544291898026863	4.868874247700538	3.5450849979605357	2.2606096812107785	6.031700695969209	1.3644132145041987	2.5934636977816203	0.0	1049.1042883362447	5220.503959257649	0.8009238060220562	2687.940009845331	2.672815678203664	1.6083599872804606	1.4246782053852065	0.3867782565377091	0.41253794857847553	0.931024747154645	0.23115363076838671	
SRSF2	Q01130;Q9BRL6	1	53.739	1529143	1529143	1529143	3130800	1529143	2705600	1529143	1529143	1529143	5	SRSF2	0		1.0	1.0	1.0	2.047421333387394	1.0	1.7693570843276267	1.0	1.0	1.0	20.544291898026863	6.118377053732341	10.0	1.3411579158820466	0.9961703214544072	-0.4290147836421977	1.2035511350454904	0.04475455031692943	165.9709595939906	14019.830507646771	0.21429659614468624	0.3388512875865886	1.2096282789671178	0.3441801872225185	0.3424288328768054	0.9379639302912469	0.027813862235722756	0.18255972434094778	0.0018487723206079322	
SRSF3	P84103	1	44.297	1529143	6032500	1529143	4598700	6137600	5329700	3798700	1529143	8919400	8	SRSF3	0		1.0	3.9450201845085777	1.0	3.0073707952755235	4.013751493483605	3.485416341048548	2.484201935332405	1.0	5.832940411720814	20.544291898026863	4.827719060576789	3.9322457392666967	2.62281434703792	6.01499999901642	1.1481935300255177	2.887080378193267	0.0	3602.0543559713688	18693.611504377117	0.6479140452848627	9233.688773657554	2.9711562922197903	1.3585969652249328	1.7742368678175056	0.2946420310217266	0.5307053004710623	1.0270957534706822	0.2674316875148063	
SRSF7	Q16629	1	10.49	1529143	3639900	1529143	1529143	4006500	3656500	1529143	1529143	5989200	5	SRSF7	0		1.0	2.3803529166336963	1.0	1.0	2.6200950467026303	2.391208670477516	1.0	1.0	3.916703669964156	20.544291898026863	4.8984639430252	3.33006282050113	1.5977469308001149	4.007866456836177	1.2799259185391503	1.8283403697575622	0.0	352.4299945822163	1727.009009010126	0.37210933606410224	537.5361493732414	1.8728175495384318	0.9086226761282082	2.728225913487638	0.1554518083222957	0.808404221579447	1.4977457576469002	0.4380145961025961	
SSB	P05455	1	259.23	31266000	21816000	22012000	26194000	27098000	29270000	25460000	27192000	35106000	27	SSB	0		1.0	0.697754749568221	0.7040235399475469	0.8377790571227531	0.8666922535661741	0.9361606857289068	0.8143030768246657	0.8696987142582997	1.1228171176357704	24.898091324814793	2.5228787452803374	0.48974118918622034	0.7952460510352609	4.209515130846817	0.485915598491345	0.8698390869678788	0.9086064325418985	82.08632699835381	2.198866043856216	0.09727313926802268	256.2096800055074	0.8703814416249648	0.11970877975840694	1.8867885619862828	0.27116806315857056	0.5667614608622752	0.6050415135420572	0.10954664370610676	
SSBP1	Q04837	1	92.001	6012000	5294400	5000200	6585600	6770400	6331700	6115900	5107900	6479800	9	SSBP1	0		1.0	0.8806387225548902	0.831703260146374	1.0954091816367266	1.1261477045908184	1.0531769793745842	1.017282102461743	0.8496174318030606	1.0778110445775115	22.51941357857845	7.773392347871569	10.0	0.8800679112162216	1.0262799004539673	0.22173748757641842	0.9988839261352279	0.933208627250643	7.046537860946814	300.69780128280627	0.08141619393584712	0.05149192980428074	0.9901370336250578	0.09897396037030193	1.1075259765366783	0.5040265664522514	0.2975465719680757	0.2119481862668679	0.004412358543533208	not
SSR3	Q9UNL2	1	23.469	5835800	7350900	7750700	4433700	5555000	1529143	1529143	1529143	4665700	3	SSR3	0		1.0	1.2596216457041023	1.3281298193906577	0.759741594982693	0.951883203673875	0.26202799958874534	0.26202799958874534	0.26202799958874534	0.7994962130299188	22.47649901050451	7.222069612396816	1.45196269493671	1.2201844594809206	0.417927843612079	-1.5332895936656592	0.6795864323316405	0.3930266363136792	0.47323618530799894	1.906406783286921	0.21810534625463696	0.1849255630378422	0.7187244119190039	0.3828367162596206	4.685831674467825	0.058588934816692875	1.2321843976647426	2.45158914215253	0.734015226552364	
SSR4	P51571	1	58.794	6917200	1529143	7934600	1529143	1529143	1529143	7670100	1529143	1529143	6	SSR4	0		1.0	0.22106386977389694	1.1470826345920315	0.22106386977389694	0.22106386977389694	0.22106386977389694	1.108844619210085	0.22106386977389694	0.22106386977389694	22.7217567396162	7.702514886753193	10.0	0.7389323301173969	0.3611435049954502	-1.0328700224140026	0.43862457959248413	0.0	24.297932110292287	1346.979023057437	0.34090181821859383	0.21560444783196162	0.4603075110427073	0.3526127483382517	0.7063448258105921	0.7137343235928029	0.14646341745279728	0.47420454756265673	0.06516718306568167	
SSRP1	Q08945	1	44.358	1529143	5735100	1529143	5391700	5337500	1529143	1529143	1529143	7315500	17	SSRP1	0		1.0	3.7505321608247235	1.0	3.52596192769414	3.4905172374329934	1.0	1.0	1.0	4.784052243642354	20.544291898026863	4.859868275211877	3.618408002831747	2.0426241064978257	4.917633791042163	1.2187234364123336	2.2898908420970914	0.0	1454.5049902079934	7284.956391116983	0.6529677568135765	2907.6261324155407	2.352690413468902	1.3187815459842493	1.244677703104321	0.4486446513569152	0.34809750544565143	0.7991126529187603	0.1812139102929072	
ST13;ST13P5;ST13P4	P50502;Q8NFI4;Q8IZP2	1	41.628	4837100	7880500	3274300	6478600	8439900	11228000	4975800	4508200	8444800	8	ST13;ST13P5;ST13P4	0		1.0	1.6291786400942714	0.6769138533418784	1.3393562258377953	1.7448264455975688	2.3212255276922122	1.0286742056190692	0.9320047135680469	1.7458394492567861	22.205710933035757	7.533385609311521	10.0	1.1103928841390898	1.5172727328818094	0.45041020854997227	1.416621528507509	0.0	77.5953843248181	73816.35990288475	0.4199314826225072	0.2704802217665894	1.3940150885066227	0.4466312392593535	0.47526756607417886	0.859993095595092	0.06550503545060574	0.23746883392903376	0.007533744517364355	
STAT3	P40763	1	36.997	3972100	4281600	1529143	3118800	1529143	3833700	1529143	1529143	4225600	6	STAT3	0		1.0	1.0779184814078195	0.384970922182221	0.7851766068326578	0.384970922182221	0.965156969864807	0.384970922182221	0.384970922182221	1.063820145514967	21.921470513360664	8.310184672594234	10.0	1.0537845031566164	0.6266608794599803	-0.7454833436066486	0.6494070374416636	0.20483712846328794	19.468333451965638	905.1558464201535	0.33712683128533855	0.1376321961056203	0.6797611319724308	0.2606264563979294	1.1105208220758447	0.5027337513980723	0.2986619571154915	0.5806036472946763	0.10090444747421012	
STAU1	O95793	1	40.761	3791600	1529143	3940200	1529143	1529143	4316400	5884200	1529143	1529143	12	STAU1	0		1.0	0.40329755248443927	1.0391918978795232	0.40329755248443927	0.40329755248443927	1.138411224812744	1.551904209304779	0.40329755248443927	0.40329755248443927	21.85437534251206	5.618918725716006	10.0	0.8327235927464438	0.3926505057721876	-1.0845919435611808	0.7121391683370093	0.0	69.03022964146518	7186.5252015490205	0.20296047932155994	0.4971485868226092	0.7169724167593141	0.3863124264627637	0.5732092060727215	0.7974148493695281	0.09831568121538614	0.4053703676035165	0.044402224662732435	
STIP1	P31948	1	153.82	16202000	12882000	8364700	11135000	22070000	17796000	8633100	11659000	24239000	35	STIP1	0		1.0	0.7950870262930503	0.5162757684236514	0.6872608319960499	1.3621775089495125	1.0983829156894211	0.5328416244908036	0.7196025182076287	1.496049870386372	23.949668576826742	4.933366962836962	3.1460945179776107	0.8288599856023059	1.5161604375574176	0.8390616729234521	0.9005746503659549	0.3340360662805951	231.15017682173317	1136.838926338399	0.1434597011138525	91.88007564593842	0.9112737743678369	0.31164404336044127	1.409558086305419	0.39154744593032287	0.40721560459649236	0.7365497828735325	0.1577109045007447	
STK10	O94804	1	323.31	252410000	224490000	249290000	217750000	214320000	203470000	209940000	218410000	254940000	64	STK10	0		1.0	0.8893863159145834	0.9876391585119448	0.8626837288538489	0.8490947268333268	0.8061091081969811	0.8317420070520185	0.8652985222455529	1.0100233746681986	27.9111938273616	4.9641036695516245	2.89391072906489	0.8762840351724206	1.0140948192510344	0.20084499540711828	0.8917517553587763	0.9600833850048356	128.10884920708574	606.7460789183289	0.03500299413662892	10.171146613050709	0.8935210722481433	0.06546603244180504	0.8159269284018782	0.6492874137511255	0.1875630157186709	0.16577292276390215	0.0008943810121839424	not
STK11	Q15831	1	61.265	5271000	1529143	6459400	4617200	6799300	3659900	5641300	5856900	1529143	13	STK11	0		1.0	0.29010491367861885	1.2254600645038891	0.8759628154050465	1.2899449819768545	0.6943464238284955	1.0702523240371846	1.1111553784860557	0.29010491367861885	22.32964526139162	4.902626054286536	3.283966885085261	0.9500318882446696	0.26402081023300333	-1.6592789394034284	0.8836551625818521	0.1479990726996535	458.3824855802387	2227.207155975996	0.1584565014738748	198.98012532327988	0.8712750317411673	0.31319564262870914	1.1460710356960357	0.48767965879503217	0.3118653585304464	0.8303798928827673	0.19302767802169649	
STK16	O75716	1	124.99	10976000	19178000	28433000	21066000	17441000	21615000	30272000	33101000	17596000	11	STK16	0		1.0	1.7472667638483965	2.590470116618076	1.9192784256559767	1.589012390670554	1.9692966472303206	2.75801749271137	3.01576166180758	1.603134110787172	23.387849050834898	6.391942596109208	6.895787852065625	1.8972183089804768	2.4546490150493216	0.3716310552141753	2.1576867044943007	0.0	12.5293966055003	657.3714401594227	0.31862868437097835	0.5037781442378542	2.1354003139717426	0.5146727900085089	0.8244745393624853	0.6444746413540026	0.19079416649784472	0.29848180474023606	0.018019713282930488	
STK26	Q9P289	1	50.292	9930100	12249000	1529143	11960000	11353000	12813000	13903000	10835000	15963000	16	STK26	0		1.0	1.2335223210239574	0.1539906949577547	1.204418888027311	1.1432916083423128	1.2903193321316	1.400086605371547	1.0911269775732368	1.607536681403007	23.243376815655633	7.589526293290191	10.0	0.7343164193208738	1.3000547244203127	0.8240985886104308	1.1680464158551351	0.2625998054473473	68.09177227383924	10214.441075981376	0.28799705685752097	0.18216483345415893	1.140423595548267	0.3534905272680375	1.3197032625258056	0.4214653808077034	0.3752380925496784	0.6953003422693026	0.14237244411020364	
STK3	Q13188	1	248.07	46527000	44667000	47355000	32240000	36370000	28377000	37785000	34983000	41956000	32	STK3	0		1.0	0.9600232123283254	1.0177961183828745	0.6929309863090248	0.7816966492574204	0.6099039267522084	0.8121090979431298	0.7518860016764459	0.90175596965203	25.471564831219563	7.778584246320554	10.0	0.9911119574012149	0.7635134673280363	-0.37639441912733934	0.8058635434504056	0.9373086259093603	4.182834945030866	182.42456411324324	0.07241492559871857	0.04579904890038355	0.8195022410477952	0.11839430393096144	4.8047988304148355	0.055779078873364196	1.2535286618791863	0.7230222475004828	0.15266367188098548	
STK4	Q13043	1	323.31	157920000	166970000	161060000	152160000	142630000	153450000	170680000	181960000	136910000	32	STK4	0		1.0	1.057307497467072	1.0198834853090173	0.9635258358662614	0.9031788247213779	0.97169452887538	1.0808004052684903	1.1522289766970617	0.8669579533941236	27.234618654005846	4.778258931108155	6.143620210795475	1.0189878940792567	0.8628980657524143	-0.2330351336154102	1.0089488935618895	0.9579435331417357	2327650.6985733462	18535120.161479153	0.037482145549095486	179718.4867434098	1.0039917972098824	0.07829659599314909	1.0936562381086317	0.5100643725516365	0.2923750104123445	0.2227313799119283	0.005632662000755508	not
STMN1	P16949	1	58.292	5490400	4560200	1529143	4530200	6214800	5178600	1529143	4863000	9679600	7	STMN1	0		1.0	0.8305770071397348	0.27851213026373306	0.8251129243770946	1.131939385108553	0.9432099664869591	0.27851213026373306	0.8857278158239836	1.7630045169750839	22.38847982911831	5.094097780705241	2.359741913771525	0.7368674922718427	1.7749886209613903	1.2316261016365944	0.8872131846012321	0.18844670907148287	10.240680843150967	50.612804792701276	0.15800353146115478	5.46275833917441	0.8908357384637801	0.4048610969111223	2.753028401630334	0.15315967570457614	0.8148555618846934	1.4775397329624997	0.43100991942795036	
STOML2	Q9UJZ1	1	209.45	122410000	94628000	90665000	84091000	76788000	75510000	101590000	105510000	77920000	17	STOML2	0		1.0	0.7730414181847888	0.7406666122048852	0.6869618495220978	0.6273016910383139	0.616861367535332	0.8299158565476676	0.8619393840372519	0.636549301527653	26.86714617955679	8.85407208421352	1.7344044165882053	0.9997716302631373	0.7178214912024171	-0.11454407027271513	0.7219904154361338	0.9207927798966901	2.247515009993902	11.234830818200429	0.10918780563501865	0.04729691865331125	0.7351309910577943	0.0956112096415061	2.820770938938911	0.147129187469311	0.8323011634420688	0.11407162002589159	-0.0	
STRADA	Q7RTN6	1	41.104	5832400	9410900	11650000	5771600	1529143	1529143	8742600	9430500	9652500	12	STRADA	0		1.0	1.613555311707016	1.9974624511350387	0.9895754749331321	0.2621807489198272	0.2621807489198272	1.4989712639736643	1.6169158493930458	1.6549790823674646	22.475658235872977	6.0556660897349195	10.0	1.0197007026357725	1.6269115345615863	0.6739900428988247	1.2523819722836786	0.0	271.6288293942166	48798.52149364179	0.3129760374908062	0.5017173533301431	1.2432727126450123	0.5756153629184545	0.6135799455645932	0.7716225131436205	0.11259510970698962	0.354888320319249	0.030878662490956724	
STT3A	P46977	1	156.23	68579000	82907000	73432000	84333000	73835000	79503000	91838000	110840000	62272000	23	STT3A	0		1.0	1.2089269309847037	1.0707651030198748	1.2297204683649514	1.0766415374969014	1.1592907449802419	1.3391563014917103	1.616238207031307	0.908033071348372	26.031263531658613	4.765007669370825	10.0	1.2344162272129664	0.9067633288510298	-0.4430637005388294	1.214569206825544	0.7711991093972697	118810482237.84198	1559887583438.4636	0.09481617632154966	4461010667.922048	1.203542629667974	0.17902624762502306	0.7022049575005715	0.7162613426822121	0.1449284875023337	0.30697785587365634	0.019780709986146477	
STT3B	Q8TCJ2	1	44.286	4067400	4320000	4286400	1529143	1529143	3970200	3561000	4206000	3504000	16	STT3B	0		1.0	1.062103555096622	1.0538427496680927	0.37595097605349853	0.37595097605349853	0.976102670010326	0.8754978610414516	1.0340758223926834	0.8614839946894822	21.95567544594661	7.894321496676975	10.0	1.0547177718816472	0.7741565483705322	-0.44615956632887765	0.8182437476275297	0.4717758552181218	58.20952922732913	5507.133340795142	0.21141077075025969	0.13370694061849042	0.8376458406617723	0.24473406842142242	0.8186968152400469	0.6477242454081995	0.18860984626875787	0.34099886556646586	0.027469743081049415	
STXBP2	Q15833	1	25.919	1529143	1529143	1529143	1529143	1529143	4131500	3817600	1529143	1529143	5	STXBP2	0		1.0	1.0	1.0	1.0	1.0	2.7018401810687425	2.4965617996485614	1.0	1.0	20.544291898026863	6.897541093753254	10.0	0.9914326240417733	1.6862232813671856	0.7662089455216182	1.4039059275471246	0.0	62.794080486313206	6127.18127228172	0.3628463415253504	0.41897775829820716	1.369046382390458	0.6376721944207946	1.1688485454958182	0.4783132456939475	0.32028759225758086	0.6117169376965415	0.11192876254533993	
SUCLA2	Q9P2R7	1	19.026	1529143	1529143	1529143	5038200	1529143	5172800	1529143	4590000	5023800	9	SUCLA2	0		1.0	1.0	1.0	3.2947866877067744	1.0	3.382809848392204	1.0	3.001681333923642	3.2853696482277983	20.544291898026863	7.8119156995409025	10.0	0.9934103925076365	2.5202930386553466	1.34312957110997	2.2489037532194294	0.0	11.310794420686001	596.0069019924017	0.8238219327695033	0.5210287646321853	2.1553195658764923	0.9982842532309512	1.553389775213301	0.3490258106757982	0.45714245550617594	0.9919140666733235	0.2541763123884149	
SUPT16H	Q9Y5B9	1	175.18	3116000	8855700	3487600	4283900	6620900	8122100	3355900	2373900	10728000	24	SUPT16H	0		1.0	2.8420089858793323	1.1192554557124519	1.3748074454428756	2.1248074454428756	2.606578947368421	1.07698973042362	0.7618421052631579	3.442875481386393	21.571263802723756	4.828937238125295	3.9279731493133108	1.6562521994326542	3.5428916222228595	1.0508949695978889	1.803782872120503	0.0	3779.3243934882994	19637.00199637391	0.38717313763301076	5351.591848613049	1.850375851683618	0.8027859614654446	1.4925143765820226	0.3662654345028954	0.436204064990869	0.8631427388625276	0.20543214441397684	
SURF4	O15260	1	265.39	52846000	89442000	73214000	83034000	93190000	82299000	131730000	136040000	45841000	10	SURF4	0		1.0	1.6925027438216704	1.3854217916209364	1.57124474889301	1.7634258032774477	1.557336411459713	2.4927146803920825	2.574272414184612	0.8674450289520493	25.655290940009504	4.785096763413876	5.2661071636569305	1.8219733443779849	0.8285991812589363	-1.0692754322722622	1.756018363419794	0.0	233555.54369841373	1578494.2346226368	0.2606317832687683	150181.6150189495	1.7259551701751676	0.48705307396754705	0.7816910494226241	0.6688866804818503	0.17464745205279028	0.5217363249313172	0.08069148868727787	
SYK	P43405;P43403;Q8NFD2	1	323.31	114580000	137420000	133630000	132100000	121870000	111170000	141790000	133590000	106300000	46	SYK	0		1.0	1.1993367079769592	1.1662593820911153	1.1529062663641123	1.0636236690521905	0.9702391342293594	1.2374759993017979	1.165910281026357	0.9277360795950428	26.771780001981647	4.923395161065496	3.237973165161473	1.1274254072796375	0.9217394292803496	-0.2752123883996363	1.1064905854557048	0.939762828958294	338.9284718540036	1690.9993622075422	0.04730358063440969	40.39105554246906	1.103098943297931	0.09391672164337665	1.0943938035283471	0.5097411942197327	0.2926502679231645	0.26559659438670424	0.011870772438125605	not
SYNCRIP	O60506	1	140.24	23758000	29725000	19499000	27137000	26499000	29693000	31229000	24605000	36324000	26	SYNCRIP	0		1.0	1.2511575048404748	0.8207340685242865	1.1422257765805202	1.1153716642815052	1.2498105901170131	1.3144624968431686	1.0356511490866234	1.5289165754693157	24.501910056262354	2.5228787452803374	0.5464490484798925	1.089147385564664	6.551397152892811	0.45529794176267546	1.1728472044224496	0.8427969411313303	128.69227225043335	3.279987518552333	0.13618868851281857	744.864541359824	1.1749815446780683	0.17290902034256603	1.891882532601897	0.270165059055861	0.5683708197865013	0.5720814712660276	0.09792200526631067	
SYNGR2	O43760	1	14.647	3863800	5775600	5361600	6112500	6214600	5167300	5559500	5502100	4599700	5	SYNGR2	0		1.0	1.4947978673844402	1.3876494642579844	1.5819918215228532	1.6084165847093534	1.3373621823075728	1.4388684714529738	1.4240126300533154	1.1904601687457943	21.881588987908884	10.522878745280337	3.308658778753674	0.9999957219510115	1.4265009414291314	1.0411401141219301e-07	1.4265009380509803	0.9081014723873123	45325008.90205334	75030029.08212575	0.15953980608106072	0.06569757792189346	1.4100969750783405	0.14069266776790731	3.041321085091284	0.12960071499869213	0.8873926024844841	1.4765973998842848e-13	-0.0	
SYPL1	Q16563	1	17.226	1529143	1529143	1529143	9686000	1529143	9639300	11116000	14238000	11475000	3	SYPL1	0		1.0	1.0	1.0	6.3342669717613065	1.0	6.3037269895621275	7.269431308909631	9.311097784837651	7.504203334809105	20.544291898026863	6.596279168303889	4.212142696030069	2.3446269282084486	8.083392676436262	1.7856025212731215	5.319316759849045	0.0	0.4058845666754912	20.80981620866492	1.1402761157105883	1.3320883196861235	5.105053023918526	3.096644826457198	6.290136401569904	0.03229825841488195	1.4908208950434603	3.3002695732234377	0.9489584678222573	
SYVN1	Q86TM6	1	29.024	1529143	3940000	5127400	1529143	3831400	3366400	1529143	4043500	3239000	6	SYVN1	0		1.0	2.5766066352198584	3.353120015590432	1.0	2.5055864624825803	2.2014945626406424	1.0	2.6442916064749995	2.118179921694701	20.544291898026863	9.178199001199387	10.0	1.000007015925459	2.1845238302492365	2.1885493017848034e-07	2.184523826651222	0.0	28956292973.093403	441865060649.0836	0.9638150021970695	0.3934743988823592	2.138958302385464	0.6817753417340338	0.6330573775586136	0.7592774058533898	0.11959952341879385	6.52462744213519e-13	-0.0	
TAGLN2	P37802;Q9UI15	1	116.24	10642000	4282800	3698800	6657600	19654000	8252900	5034100	7519500	25897000	12	TAGLN2	0		1.0	0.4024431497838752	0.34756624694606275	0.6255966923510619	1.8468333020109002	0.775502725051682	0.47304078180793085	0.7065871076865251	2.4334711520390906	23.343265972845046	4.978238700929556	2.58602448190441	0.7591838532949352	2.5115749092748443	1.661955183625572	0.9634087175732169	0.0	34.00079972435739	143.72738183463503	0.23885173594193454	38.555225942159424	0.9828932531479045	0.6407432727701527	3.322102752514873	0.11117198058954617	0.9540046570767435	1.9744105440113078	0.594176688032853	
TALDO1	P37837	1	94.66	1529143	5238300	1529143	6187000	13534000	11371000	1529143	5589200	8335400	16	TALDO1	0		1.0	3.4256442988000466	1.0	4.046057170585092	8.850709188087707	7.4361913830165	1.0	3.6551192399925974	5.451027143962337	20.544291898026863	7.558130460625933	7.770886957487494	2.0686144063763696	5.150354827107839	1.3160070107201733	4.407078879573936	0.0	12.89596736587707	2836.2306924817835	2.0565719380610603	1.3090204130518464	4.240848305227177	2.417738098938977	1.2085326004456505	0.46250151178180954	0.3348868433413277	0.8036022062767069	0.18290817053889896	
TANK	Q92844	1	323.31	173230000	165390000	181000000	168370000	130930000	135380000	159210000	172520000	158830000	35	TANK	0		1.0	0.9547422501876118	1.0448536627604919	0.9719448132540554	0.7558159672112221	0.7815043583674883	0.9190671361773365	0.9959014027593373	0.9168735207527564	27.368113556965604	7.476322577407836	10.0	1.001137433873216	0.8851379919316512	-0.1776657454255211	0.9154879747901228	0.9504107016512509	199.47796251062138	42847.81074833816	0.05634895103785501	0.047586401705896786	0.9230413989404925	0.08775368123872289	1.545163173068209	0.35129378483873536	0.45432953376652474	0.18427984013794532	0.0019675370826099463	not
TAOK1	Q7L7X3	1	26.62	5459700	7774800	7104600	7134600	8666800	8493700	6434700	6075700	7424500	14	TAOK1	0		1.0	1.4240342875982197	1.3012802901258311	1.3067750975328314	1.587413227833031	1.555708189094639	1.1785812407275125	1.1128267120904078	1.359873253109145	22.380390249333214	6.202880118840225	10.0	1.4025069439082416	1.2155403462543022	-0.20641013359240695	1.323980908691132	0.7926547632344118	36.840419952090194	1807.53288036774	0.10439665005766072	0.1650672295148741	1.329239349583874	0.15796382085996577	0.2858971393192797	0.96485553551294	0.015537707201552715	0.09870995790112583	-0.0	
TAOK2	Q9UL54	1	78.984	16571000	16948000	19375000	20121000	22829000	23383000	26217000	23531000	21444000	21	TAOK2	0		1.0	1.0227505883772856	1.1692112727053285	1.2142296783537505	1.3776476977852876	1.4110795968861263	1.5821012612395149	1.4200108623498884	1.2940679500331904	23.98215733083302	7.664801234559565	1.2110830612460848	1.009349928279472	1.423540350461429	0.4472604964058162	1.3314477356625107	0.962797989026419	0.33993270069468223	0.9757873620281036	0.08816838704659312	0.05529575756707919	1.3088063948603446	0.16034816109130856	12.344178062656399	0.007315196110564661	2.135774026531914	1.2613162056443599	0.3541497807781075	
TAOK3	Q9H2K8	1	323.31	56927000	66045000	73262000	66660000	61636000	63284000	64382000	68138000	64249000	48	TAOK3	0		1.0	1.1601700423349202	1.2869464401777715	1.1709733518365626	1.082719974704446	1.1116693308974652	1.1309571907882023	1.196936427354331	1.1286208653187415	25.76260973725583	10.522878745280337	2.680630394859544	0.9999908569569462	1.1595327491844343	8.639800383458685e-07	1.1595327210589255	0.9756986688111233	1821342.0989716747	2444097.0215335214	0.07446851894755108	0.030947164819102892	1.1533901041955217	0.06073088793801673	1.9264934142764378	0.26347867019616417	0.5792545371537261	1.0168323456682896e-11	-0.0	not
TARBP1	Q13395	1	44.662	10978000	11164000	10178000	8298400	6621400	7324600	10877000	11474000	9745800	15	TARBP1	0		1.0	1.0169429768628166	0.9271269812351977	0.7559118236472946	0.6031517580615777	0.6672071415558389	0.9907997813809437	1.0451812716341775	0.8877573328475132	23.388111908636645	6.18788652251873	10.0	0.8044954734127381	0.9768483848950735	0.28005035765521846	0.8762377079246801	0.8027266608870809	41.43746815352803	2201.4350010955495	0.08319485797561353	0.13154393724119892	0.8716471404347157	0.1475011818898933	0.513399593777842	0.8357745325036943	0.07791086669517636	0.1790729156835446	0.001620028765717074	
TARDBP	Q13148	1	173.71	8794500	9752200	9005800	8321300	8661600	8748600	7958000	7869000	13169000	7	TARDBP	0		1.0	1.108897606458582	1.024026380123941	0.9461936437546193	0.9848882824492581	0.9947808289271703	0.9048837341520268	0.8947637728125533	1.4974131559497412	23.068170126779716	4.929241958053915	3.06395879956499	0.9805472524513467	1.5169529579568626	0.6017995741825076	1.0360925862010417	0.9665261661338671	62.2497973626387	293.6039069549824	0.03436977193125366	20.60658059201696	1.044483221593916	0.16338263344836343	15.161586219268209	0.004537756097857779	2.3431588509370145	2.00037364835303	0.6021919138050943	
